timestamp,mid_price,bid_price_1,ask_price_1
11500,2034.0,2033,2035
11600,2034.0,2033,2035
11700,2035.0,2034,2036
11800,2034.5,2033,2036
11900,2035.0,2034,2036
12000,2034.5,2033,2036
12100,2034.0,2032,2036
12200,2034.0,2032,2036
12300,2033.5,2032,2035
12400,2034.0,2032,2036
12500,2034.0,2033,2035
12600,2034.5,2033,2036
12700,2033.5,2032,2035
12800,2034.0,2033,2035
12900,2033.0,2032,2034
13000,2033.5,2032,2035
13100,2032.5,2032,2033
13200,2034.5,2034,2035
13300,2033.5,2032,2035
13400,2033.5,2032,2035
13500,2033.5,2032,2035
13600,2033.0,2032,2034
13700,2033.5,2032,2035
13800,2033.5,2032,2035
13900,2032.5,2032,2033
14000,2033.5,2032,2035
14100,2033.5,2032,2035
14200,2033.5,2032,2035
14300,2033.5,2032,2035
14400,2034.0,2032,2036
14500,2033.0,2032,2034
14600,2032.5,2032,2033
14700,2033.0,2032,2034
14800,2033.0,2032,2034
14900,2034.5,2034,2035
15000,2034.0,2033,2035
15100,2033.5,2032,2035
15200,2034.0,2033,2035
15300,2033.0,2032,2034
15400,2034.0,2032,2036
15500,2034.0,2032,2036
15600,2034.0,2032,2036
15700,2033.5,2033,2034
15800,2034.5,2033,2036
15900,2032.5,2032,2033
16000,2033.0,2032,2034
16100,2032.5,2032,2033
16200,2034.0,2032,2036
16300,2033.5,2032,2035
16400,2033.0,2032,2034
16500,2033.5,2032,2035
16600,2034.5,2033,2036
16700,2034.0,2032,2036
16800,2035.0,2034,2036
16900,2034.5,2033,2036
17000,2034.5,2033,2036
17100,2034.5,2033,2036
17200,2034.5,2033,2036
17300,2034.0,2033,2035
17400,2035.0,2034,2036
17500,2034.5,2033,2036
17600,2034.5,2033,2036
17700,2034.5,2033,2036
17800,2034.0,2033,2035
17900,2035.5,2035,2036
18000,2034.5,2033,2036
18100,2034.5,2033,2036
18200,2034.5,2033,2036
18300,2034.5,2033,2036
18400,2035.5,2035,2036
18500,2034.5,2033,2036
18600,2034.5,2033,2036
18700,2034.5,2033,2036
18800,2034.5,2033,2036
18900,2034.5,2033,2036
19000,2034.5,2033,2036
19100,2034.5,2033,2036
19200,2034.5,2033,2036
19300,2034.5,2033,2036
19400,2034.5,2033,2036
19500,2034.5,2033,2036
19600,2034.5,2033,2036
19700,2034.5,2033,2036
19800,2034.5,2033,2036
19900,2034.5,2033,2036
20000,2034.0,2033,2035
20100,2034.0,2033,2035
20200,2034.5,2033,2036
20300,2034.5,2033,2036
20400,2034.5,2033,2036
20500,2034.5,2033,2036
20600,2034.5,2033,2036
20700,2035.0,2034,2036
20800,2034.5,2033,2036
20900,2034.5,2033,2036
21000,2034.5,2033,2036
21100,2033.5,2033,2034
21200,2035.5,2035,2036
21300,2034.0,2033,2035
21400,2034.5,2033,2036
21500,2032.5,2032,2033
21600,2034.5,2033,2036
21700,2034.5,2033,2036
21800,2034.5,2033,2036
21900,2034.0,2032,2036
22000,2034.5,2033,2036
22100,2033.0,2032,2034
22200,2034.5,2033,2036
22300,2034.5,2033,2036
22400,2034.5,2033,2036
22500,2035.5,2035,2036
22600,2035.5,2035,2036
22700,2034.5,2033,2036
22800,2034.5,2033,2036
22900,2034.0,2033,2035
23000,2035.5,2035,2036
23100,2034.5,2033,2036
23200,2034.5,2033,2036
23300,2034.5,2033,2036
23400,2034.5,2033,2036
23500,2034.5,2033,2036
23600,2034.5,2033,2036
23700,2035.5,2035,2036
23800,2034.5,2033,2036
23900,2034.5,2033,2036
24000,2034.5,2033,2036
24100,2034.5,2033,2036
24200,2034.0,2033,2035
24300,2034.0,2033,2035
24400,2034.5,2033,2036
24500,2034.5,2033,2036
24600,2034.5,2033,2036
24700,2034.5,2033,2036
24800,2034.5,2033,2036
24900,2034.5,2033,2036
25000,2034.5,2033,2036
25100,2034.5,2033,2036
25200,2033.5,2033,2034
25300,2034.5,2033,2036
25400,2034.5,2033,2036
25500,2034.0,2033,2035
25600,2034.0,2033,2035
25700,2034.5,2033,2036
25800,2034.5,2033,2036
25900,2034.5,2033,2036
26000,2035.5,2035,2036
26100,2035.5,2035,2036
26200,2034.5,2033,2036
26300,2034.5,2033,2036
26400,2034.5,2033,2036
26500,2034.5,2033,2036
26600,2034.5,2033,2036
26700,2035.5,2035,2036
26800,2034.5,2033,2036
26900,2034.5,2033,2036
27000,2034.0,2033,2035
27100,2035.5,2035,2036
27200,2035.5,2035,2036
27300,2034.5,2033,2036
27400,2035.0,2034,2036
27500,2034.5,2033,2036
27600,2035.5,2035,2036
27700,2034.5,2033,2036
27800,2034.5,2033,2036
27900,2034.0,2033,2035
28000,2034.5,2033,2036
28100,2034.5,2033,2036
28200,2034.5,2033,2036
28300,2034.5,2033,2036
28400,2034.5,2033,2036
28500,2034.5,2033,2036
28600,2033.5,2033,2034
28700,2034.5,2033,2036
28800,2034.5,2033,2036
28900,2034.5,2033,2036
29000,2034.5,2033,2036
29100,2034.5,2033,2036
29200,2034.5,2033,2036
29300,2034.5,2033,2036
29400,2034.5,2033,2036
29500,2034.5,2033,2036
29600,2033.5,2033,2034
29700,2034.0,2033,2035
29800,2035.5,2035,2036
29900,2034.5,2033,2036
30000,2034.5,2033,2036
30100,2034.5,2033,2036
30200,2034.5,2033,2036
30300,2034.0,2033,2035
30400,2036.0,2035,2037
30500,2035.5,2034,2037
30600,2034.0,2033,2035
30700,2035.0,2033,2037
30800,2034.5,2033,2036
30900,2034.0,2033,2035
31000,2035.5,2035,2036
31100,2033.5,2033,2034
31200,2034.0,2033,2035
31300,2035.5,2034,2037
31400,2035.0,2033,2037
31500,2035.5,2034,2037
31600,2035.0,2033,2037
31700,2035.0,2033,2037
31800,2036.0,2035,2037
31900,2035.5,2034,2037
32000,2035.0,2033,2037
32100,2035.0,2033,2037
32200,2034.5,2033,2036
32300,2035.5,2034,2037
32400,2035.0,2033,2037
32500,2035.5,2034,2037
32600,2035.5,2034,2037
32700,2035.5,2034,2037
32800,2035.5,2034,2037
32900,2035.5,2034,2037
33000,2035.0,2034,2036
33100,2035.5,2034,2037
33200,2034.5,2034,2035
33300,2035.5,2034,2037
33400,2035.0,2034,2036
33500,2035.5,2034,2037
33600,2035.0,2033,2037
33700,2035.0,2034,2036
33800,2035.0,2033,2037
33900,2035.5,2034,2037
34000,2036.5,2036,2037
34100,2035.5,2034,2037
34200,2035.5,2034,2037
34300,2035.5,2034,2037
34400,2035.5,2034,2037
34500,2035.5,2034,2037
34600,2035.5,2034,2037
34700,2035.5,2034,2037
34800,2035.5,2034,2037
34900,2035.5,2034,2037
35000,2035.5,2034,2037
35100,2035.5,2034,2037
35200,2035.0,2034,2036
35300,2035.5,2034,2037
35400,2035.5,2034,2037
35500,2035.5,2034,2037
35600,2035.5,2034,2037
35700,2035.5,2034,2037
35800,2035.5,2034,2037
35900,2035.5,2034,2037
36000,2034.5,2034,2035
36100,2035.0,2034,2036
36200,2035.5,2034,2037
36300,2035.5,2034,2037
36400,2035.5,2034,2037
36500,2035.5,2034,2037
36600,2034.5,2034,2035
36700,2035.5,2034,2037
36800,2035.5,2034,2037
36900,2035.5,2034,2037
37000,2035.5,2034,2037
37100,2036.0,2035,2037
37200,2035.5,2034,2037
37300,2035.0,2034,2036
37400,2035.5,2034,2037
37500,2036.0,2035,2037
37600,2035.0,2034,2036
37700,2035.5,2034,2037
37800,2035.5,2034,2037
37900,2035.5,2034,2037
38000,2035.5,2034,2037
38100,2035.0,2034,2036
38200,2035.5,2034,2037
38300,2035.5,2034,2037
38400,2035.5,2034,2037
38500,2035.5,2034,2037
38600,2035.5,2034,2037
38700,2035.5,2034,2037
38800,2035.0,2034,2036
38900,2035.5,2034,2037
39000,2034.5,2034,2035
39100,2035.5,2034,2037
39200,2034.5,2034,2035
39300,2035.5,2034,2037
39400,2036.0,2034,2038
39500,2035.0,2034,2036
39600,2035.5,2034,2037
39700,2034.5,2034,2035
39800,2035.5,2034,2037
39900,2035.0,2034,2036
40000,2035.5,2034,2037
40100,2035.0,2034,2036
40200,2035.5,2034,2037
40300,2035.5,2034,2037
40400,2035.5,2034,2037
40500,2035.5,2034,2037
40600,2035.5,2034,2037
40700,2036.5,2036,2037
40800,2035.5,2034,2037
40900,2035.5,2034,2037
41000,2034.5,2034,2035
41100,2035.5,2034,2037
41200,2035.5,2034,2037
41300,2035.5,2034,2037
41400,2035.5,2034,2037
41500,2035.5,2034,2037
41600,2035.5,2034,2037
41700,2037.0,2036,2038
41800,2035.5,2034,2037
41900,2036.0,2034,2038
42000,2035.5,2034,2037
42100,2036.5,2035,2038
42200,2036.0,2034,2038
42300,2036.0,2034,2038
42400,2035.5,2034,2037
42500,2035.0,2034,2036
42600,2037.0,2036,2038
42700,2035.5,2034,2037
42800,2034.5,2034,2035
42900,2036.0,2034,2038
43000,2035.5,2034,2037
43100,2035.5,2034,2037
43200,2035.5,2034,2037
43300,2037.0,2036,2038
43400,2036.0,2034,2038
43500,2036.5,2035,2038
43600,2035.0,2034,2036
43700,2035.5,2034,2037
43800,2035.5,2034,2037
43900,2035.5,2034,2037
44000,2035.5,2034,2037
44100,2035.0,2034,2036
44200,2035.5,2034,2037
44300,2035.5,2034,2037
44400,2035.5,2034,2037
44500,2035.5,2034,2037
44600,2035.5,2034,2037
44700,2035.0,2034,2036
44800,2035.0,2034,2036
44900,2035.5,2034,2037
45000,2035.5,2034,2037
45100,2035.5,2034,2037
45200,2035.5,2034,2037
45300,2035.5,2034,2037
45400,2035.0,2033,2037
45500,2033.5,2033,2034
45600,2034.5,2034,2035
45700,2035.5,2034,2037
45800,2036.0,2035,2037
45900,2035.0,2033,2037
46000,2035.0,2033,2037
46100,2035.5,2034,2037
46200,2035.5,2034,2037
46300,2035.0,2033,2037
46400,2036.0,2035,2037
46500,2035.5,2035,2036
46600,2036.0,2035,2037
46700,2034.5,2033,2036
46800,2034.5,2033,2036
46900,2034.5,2033,2036
47000,2034.5,2033,2036
47100,2034.5,2033,2036
47200,2035.5,2035,2036
47300,2034.5,2033,2036
47400,2036.0,2035,2037
47500,2034.0,2033,2035
47600,2034.5,2033,2036
47700,2034.0,2033,2035
47800,2034.0,2033,2035
47900,2034.5,2033,2036
48000,2034.5,2033,2036
48100,2034.0,2033,2035
48200,2034.5,2033,2036
48300,2033.5,2033,2034
48400,2034.0,2033,2035
48500,2034.5,2033,2036
48600,2034.5,2033,2036
48700,2033.5,2033,2034
48800,2034.5,2033,2036
48900,2034.5,2033,2036
49000,2034.5,2033,2036
49100,2035.0,2033,2037
49200,2035.5,2034,2037
49300,2035.5,2034,2037
49400,2035.5,2034,2037
49500,2035.5,2034,2037
49600,2034.5,2034,2035
49700,2036.5,2036,2037
49800,2035.5,2034,2037
49900,2035.5,2034,2037
50000,2035.5,2034,2037
50100,2035.5,2034,2037
50200,2035.5,2034,2037
50300,2035.0,2034,2036
50400,2035.5,2034,2037
50500,2036.0,2035,2037
50600,2034.5,2034,2035
50700,2035.5,2034,2037
50800,2035.5,2034,2037
50900,2034.5,2034,2035
51000,2035.5,2034,2037
51100,2035.5,2034,2037
51200,2035.5,2034,2037
51300,2035.5,2034,2037
51400,2035.0,2034,2036
51500,2035.5,2034,2037
51600,2036.5,2036,2037
51700,2035.5,2034,2037
51800,2035.5,2034,2037
51900,2035.5,2034,2037
52000,2034.5,2034,2035
52100,2035.5,2034,2037
52200,2033.5,2033,2034
52300,2035.0,2033,2037
52400,2034.5,2034,2035
52500,2035.0,2033,2037
52600,2035.0,2033,2037
52700,2036.5,2036,2037
52800,2036.5,2036,2037
52900,2035.0,2033,2037
53000,2035.0,2033,2037
53100,2035.0,2033,2037
53200,2036.5,2036,2037
53300,2035.5,2034,2037
53400,2035.5,2034,2037
53500,2035.0,2034,2036
53600,2035.5,2034,2037
53700,2035.5,2034,2037
53800,2035.5,2034,2037
53900,2034.5,2034,2035
54000,2035.5,2034,2037
54100,2035.5,2034,2037
54200,2035.5,2034,2037
54300,2035.5,2034,2037
54400,2035.5,2034,2037
54500,2035.5,2034,2037
54600,2035.5,2034,2037
54700,2035.5,2034,2037
54800,2035.5,2034,2037
54900,2035.0,2034,2036
55000,2035.0,2034,2036
55100,2035.5,2034,2037
55200,2035.5,2034,2037
55300,2035.0,2034,2036
55400,2035.5,2034,2037
55500,2035.0,2034,2036
55600,2035.5,2034,2037
55700,2035.5,2034,2037
55800,2035.5,2034,2037
55900,2036.0,2035,2037
56000,2035.5,2035,2036
56100,2035.5,2034,2037
56200,2034.5,2034,2035
56300,2035.5,2034,2037
56400,2035.5,2034,2037
56500,2035.5,2034,2037
56600,2035.0,2034,2036
56700,2033.5,2033,2034
56800,2035.5,2034,2037
56900,2035.5,2034,2037
57000,2035.5,2034,2037
57100,2036.5,2036,2037
57200,2035.5,2034,2037
57300,2034.5,2034,2035
57400,2035.5,2034,2037
57500,2035.5,2034,2037
57600,2036.0,2035,2037
57700,2035.5,2034,2037
57800,2035.5,2034,2037
57900,2033.5,2033,2034
58000,2035.0,2033,2037
58100,2035.0,2033,2037
58200,2035.0,2033,2037
58300,2035.0,2033,2037
58400,2035.0,2033,2037
58500,2034.0,2033,2035
58600,2035.0,2033,2037
58700,2034.0,2033,2035
58800,2034.5,2034,2035
58900,2036.5,2036,2037
59000,2035.5,2034,2037
59100,2035.5,2034,2037
59200,2036.5,2036,2037
59300,2035.5,2034,2037
59400,2035.0,2033,2037
59500,2035.5,2034,2037
59600,2035.5,2034,2037
59700,2036.5,2036,2037
59800,2035.5,2034,2037
59900,2035.0,2034,2036
60000,2035.5,2034,2037
60100,2035.5,2034,2037
60200,2035.5,2034,2037
60300,2035.5,2034,2037
60400,2035.5,2034,2037
60500,2034.0,2033,2035
60600,2035.0,2033,2037
60700,2036.5,2036,2037
60800,2036.5,2036,2037
60900,2036.5,2036,2037
61000,2035.5,2034,2037
61100,2035.5,2034,2037
61200,2035.5,2034,2037
61300,2035.5,2034,2037
61400,2035.5,2034,2037
61500,2036.5,2036,2037
61600,2035.5,2034,2037
61700,2035.5,2034,2037
61800,2035.5,2034,2037
61900,2035.0,2033,2037
62000,2035.0,2033,2037
62100,2035.5,2034,2037
62200,2035.0,2034,2036
62300,2035.0,2033,2037
62400,2035.5,2034,2037
62500,2035.5,2034,2037
62600,2035.5,2034,2037
62700,2035.0,2033,2037
62800,2035.0,2033,2037
62900,2035.0,2033,2037
63000,2035.0,2033,2037
63100,2035.5,2034,2037
63200,2035.5,2034,2037
63300,2036.5,2036,2037
63400,2035.5,2034,2037
63500,2035.5,2034,2037
63600,2036.5,2036,2037
63700,2034.0,2033,2035
63800,2035.5,2034,2037
63900,2034.0,2033,2035
64000,2035.5,2034,2037
64100,2034.5,2034,2035
64200,2035.0,2033,2037
64300,2035.5,2034,2037
64400,2035.5,2034,2037
64500,2035.5,2034,2037
64600,2035.0,2033,2037
64700,2035.0,2033,2037
64800,2033.5,2033,2034
64900,2035.5,2034,2037
65000,2036.5,2036,2037
65100,2035.5,2034,2037
65200,2035.5,2034,2037
65300,2035.0,2034,2036
65400,2035.5,2034,2037
65500,2035.5,2034,2037
65600,2035.5,2034,2037
65700,2035.5,2034,2037
65800,2035.5,2034,2037
65900,2035.5,2034,2037
66000,2035.5,2034,2037
66100,2036.5,2036,2037
66200,2036.0,2035,2037
66300,2036.0,2035,2037
66400,2035.5,2034,2037
66500,2036.5,2036,2037
66600,2035.0,2033,2037
66700,2035.5,2034,2037
66800,2035.5,2034,2037
66900,2035.5,2034,2037
67000,2035.5,2034,2037
67100,2035.5,2034,2037
67200,2034.0,2033,2035
67300,2035.5,2034,2037
67400,2035.5,2034,2037
67500,2035.0,2033,2037
67600,2035.5,2034,2037
67700,2034.5,2034,2035
67800,2035.5,2034,2037
67900,2035.5,2034,2037
68000,2036.5,2036,2037
68100,2035.5,2034,2037
68200,2035.5,2034,2037
68300,2035.5,2034,2037
68400,2035.5,2034,2037
68500,2034.5,2034,2035
68600,2035.0,2033,2037
68700,2035.5,2034,2037
68800,2034.5,2034,2035
68900,2035.5,2034,2037
69000,2035.5,2034,2037
69100,2035.5,2034,2037
69200,2035.5,2034,2037
69300,2035.5,2034,2037
69400,2035.5,2034,2037
69500,2035.5,2034,2037
69600,2035.5,2034,2037
69700,2035.5,2034,2037
69800,2035.5,2034,2037
69900,2035.5,2034,2037
70000,2035.5,2034,2037
70100,2035.5,2034,2037
70200,2035.5,2034,2037
70300,2035.5,2034,2037
70400,2035.5,2034,2037
70500,2035.5,2034,2037
70600,2036.0,2035,2037
70700,2035.5,2034,2037
70800,2035.5,2034,2037
70900,2035.5,2034,2037
71000,2035.0,2034,2036
71100,2035.5,2034,2037
71200,2035.5,2034,2037
71300,2035.0,2034,2036
71400,2035.0,2034,2036
71500,2034.0,2033,2035
71600,2035.0,2033,2037
71700,2035.0,2033,2037
71800,2035.0,2033,2037
71900,2035.0,2033,2037
72000,2035.0,2033,2037
72100,2035.0,2033,2037
72200,2035.0,2033,2037
72300,2034.0,2033,2035
72400,2035.0,2033,2037
72500,2036.0,2035,2037
72600,2035.0,2033,2037
72700,2035.0,2033,2037
72800,2033.5,2033,2034
72900,2035.5,2034,2037
73000,2034.0,2033,2035
73100,2034.0,2033,2035
73200,2035.0,2033,2037
73300,2035.0,2033,2037
73400,2035.0,2033,2037
73500,2035.0,2033,2037
73600,2035.0,2033,2037
73700,2035.0,2033,2037
73800,2035.5,2034,2037
73900,2035.0,2033,2037
74000,2036.0,2035,2037
74100,2036.0,2035,2037
74200,2034.5,2034,2035
74300,2034.5,2034,2035
74400,2035.5,2034,2037
74500,2036.5,2036,2037
74600,2035.5,2034,2037
74700,2035.5,2034,2037
74800,2035.5,2034,2037
74900,2035.5,2034,2037
75000,2035.5,2034,2037
75100,2035.5,2034,2037
75200,2036.5,2035,2038
75300,2036.5,2035,2038
75400,2035.5,2034,2037
75500,2035.5,2034,2037
75600,2035.5,2034,2037
75700,2036.5,2036,2037
75800,2036.5,2036,2037
75900,2035.0,2034,2036
76000,2035.5,2034,2037
76100,2035.5,2034,2037
76200,2035.5,2034,2037
76300,2035.5,2034,2037
76400,2036.0,2034,2038
76500,2036.0,2035,2037
76600,2035.5,2034,2037
76700,2035.5,2034,2037
76800,2035.5,2034,2037
76900,2035.5,2034,2037
77000,2035.0,2034,2036
77100,2037.0,2036,2038
77200,2035.5,2034,2037
77300,2035.5,2034,2037
77400,2035.0,2034,2036
77500,2035.5,2034,2037
77600,2036.0,2034,2038
77700,2036.0,2034,2038
77800,2036.0,2034,2038
77900,2037.5,2037,2038
78000,2036.5,2035,2038
78100,2036.5,2035,2038
78200,2037.5,2037,2038
78300,2036.5,2035,2038
78400,2036.5,2035,2038
78500,2036.5,2035,2038
78600,2036.0,2035,2037
78700,2036.5,2035,2038
78800,2036.5,2035,2038
78900,2036.5,2035,2038
79000,2036.5,2035,2038
79100,2036.5,2035,2038
79200,2036.5,2035,2038
79300,2036.5,2035,2038
79400,2036.5,2035,2038
79500,2037.5,2037,2038
79600,2036.0,2035,2037
79700,2036.5,2035,2038
79800,2036.0,2034,2038
79900,2036.5,2035,2038
80000,2034.5,2034,2035
80100,2036.0,2034,2038
80200,2036.0,2034,2038
80300,2035.0,2034,2036
80400,2036.0,2034,2038
80500,2034.5,2034,2035
80600,2035.0,2034,2036
80700,2036.0,2034,2038
80800,2035.0,2034,2036
80900,2035.0,2034,2036
81000,2036.0,2034,2038
81100,2036.0,2034,2038
81200,2035.5,2034,2037
81300,2037.0,2036,2038
81400,2036.0,2034,2038
81500,2036.0,2034,2038
81600,2036.5,2035,2038
81700,2036.5,2035,2038
81800,2036.5,2035,2038
81900,2036.0,2034,2038
82000,2036.5,2035,2038
82100,2036.5,2035,2038
82200,2036.5,2035,2038
82300,2036.5,2035,2038
82400,2036.5,2035,2038
82500,2036.5,2035,2038
82600,2035.5,2035,2036
82700,2036.5,2035,2038
82800,2036.0,2035,2037
82900,2036.5,2035,2038
83000,2036.5,2035,2038
83100,2036.5,2035,2038
83200,2036.5,2035,2038
83300,2036.5,2035,2038
83400,2036.0,2035,2037
83500,2037.5,2037,2038
83600,2036.5,2035,2038
83700,2036.0,2034,2038
83800,2036.0,2034,2038
83900,2036.5,2035,2038
84000,2036.0,2034,2038
84100,2036.5,2035,2038
84200,2036.5,2035,2038
84300,2036.5,2035,2038
84400,2036.0,2034,2038
84500,2036.5,2035,2038
84600,2036.0,2034,2038
84700,2036.0,2034,2038
84800,2036.0,2034,2038
84900,2036.0,2034,2038
85000,2035.0,2034,2036
85100,2035.5,2034,2037
85200,2036.5,2035,2038
85300,2036.0,2034,2038
85400,2036.5,2035,2038
85500,2036.0,2035,2037
85600,2036.5,2035,2038
85700,2036.5,2035,2038
85800,2034.5,2034,2035
85900,2036.5,2035,2038
86000,2037.0,2036,2038
86100,2036.5,2035,2038
86200,2036.0,2034,2038
86300,2036.5,2035,2038
86400,2036.5,2035,2038
86500,2036.5,2035,2038
86600,2036.5,2035,2038
86700,2037.0,2036,2038
86800,2036.0,2034,2038
86900,2035.0,2034,2036
87000,2036.0,2034,2038
87100,2036.0,2034,2038
87200,2036.0,2034,2038
87300,2036.0,2034,2038
87400,2036.0,2034,2038
87500,2036.0,2034,2038
87600,2037.0,2036,2038
87700,2036.0,2034,2038
87800,2036.0,2035,2037
87900,2036.5,2036,2037
88000,2036.0,2034,2038
88100,2036.0,2034,2038
88200,2035.5,2034,2037
88300,2036.5,2036,2037
88400,2035.0,2034,2036
88500,2036.0,2034,2038
88600,2034.5,2034,2035
88700,2036.0,2035,2037
88800,2036.5,2035,2038
88900,2036.0,2034,2038
89000,2036.0,2034,2038
89100,2036.5,2035,2038
89200,2035.0,2034,2036
89300,2036.5,2035,2038
89400,2036.5,2035,2038
89500,2036.0,2034,2038
89600,2036.0,2034,2038
89700,2036.0,2034,2038
89800,2037.5,2037,2038
89900,2036.0,2034,2038
90000,2036.5,2035,2038
90100,2035.0,2034,2036
90200,2035.0,2034,2036
90300,2036.5,2035,2038
90400,2035.0,2034,2036
90500,2036.0,2035,2037
90600,2036.0,2034,2038
90700,2036.0,2034,2038
90800,2035.5,2034,2037
90900,2035.5,2034,2037
91000,2035.5,2034,2037
91100,2035.5,2034,2037
91200,2035.0,2034,2036
91300,2035.0,2034,2036
91400,2035.5,2034,2037
91500,2035.5,2034,2037
91600,2036.5,2036,2037
91700,2036.0,2034,2038
91800,2036.0,2035,2037
91900,2036.5,2036,2037
92000,2036.5,2035,2038
92100,2035.5,2034,2037
92200,2036.0,2034,2038
92300,2035.5,2034,2037
92400,2035.5,2034,2037
92500,2035.5,2034,2037
92600,2036.0,2034,2038
92700,2035.0,2034,2036
92800,2036.0,2034,2038
92900,2036.5,2035,2038
93000,2036.0,2034,2038
93100,2035.0,2034,2036
93200,2036.0,2034,2038
93300,2035.0,2034,2036
93400,2036.0,2034,2038
93500,2037.0,2036,2038
93600,2036.0,2034,2038
93700,2036.5,2035,2038
93800,2035.5,2035,2036
93900,2036.0,2034,2038
94000,2036.5,2035,2038
94100,2036.5,2035,2038
94200,2035.5,2034,2037
94300,2036.5,2035,2038
94400,2036.5,2035,2038
94500,2036.0,2034,2038
94600,2036.5,2035,2038
94700,2036.5,2036,2037
94800,2035.5,2034,2037
94900,2035.5,2034,2037
95000,2035.5,2034,2037
95100,2036.5,2036,2037
95200,2036.0,2034,2038
95300,2035.0,2034,2036
95400,2035.0,2034,2036
95500,2035.0,2034,2036
95600,2036.0,2034,2038
95700,2035.5,2034,2037
95800,2035.5,2034,2037
95900,2036.5,2036,2037
96000,2036.5,2036,2037
96100,2035.5,2034,2037
96200,2036.5,2035,2038
96300,2036.0,2034,2038
96400,2035.5,2034,2037
96500,2036.5,2035,2038
96600,2037.0,2036,2038
96700,2035.0,2034,2036
96800,2036.5,2035,2038
96900,2036.0,2034,2038
97000,2036.0,2034,2038
97100,2035.0,2034,2036
97200,2034.5,2034,2035
97300,2037.5,2037,2038
97400,2037.5,2037,2038
97500,2036.0,2034,2038
97600,2035.5,2035,2036
97700,2036.0,2034,2038
97800,2035.0,2034,2036
97900,2036.0,2034,2038
98000,2036.0,2034,2038
98100,2035.0,2034,2036
98200,2036.0,2034,2038
98300,2034.5,2034,2035
98400,2036.0,2034,2038
98500,2036.0,2034,2038
98600,2036.0,2034,2038
98700,2036.0,2034,2038
98800,2036.0,2034,2038
98900,2036.5,2035,2038
99000,2036.5,2035,2038
99100,2036.0,2034,2038
99200,2036.0,2034,2038
99300,2037.5,2037,2038
99400,2036.5,2035,2038
99500,2036.0,2034,2038
99600,2036.0,2034,2038
